Country,Indicator,Source,Unit,Currency,Frequency,Country Code,Time,Amount,Amount_numeric,Year,Month,Quarter,Unit_key,Unit_category,Unit_multiplier,Amount_standardised,Amount_fraction,is_duplicate
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-07-01,99.8,99.8,2013.0,7.0,3.0,points,index_points,1.0,99.8,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-08-01,99.6,99.6,2013.0,8.0,3.0,points,index_points,1.0,99.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-09-01,99.4,99.4,2013.0,9.0,3.0,points,index_points,1.0,99.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-10-01,99.3,99.3,2013.0,10.0,4.0,points,index_points,1.0,99.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-11-01,99.2,99.2,2013.0,11.0,4.0,points,index_points,1.0,99.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2013-12-01,99.5,99.5,2013.0,12.0,4.0,points,index_points,1.0,99.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-02-01,99.4,99.4,2014.0,2.0,1.0,points,index_points,1.0,99.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-03-01,99.4,99.4,2014.0,3.0,1.0,points,index_points,1.0,99.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-04-01,99.7,99.7,2014.0,4.0,2.0,points,index_points,1.0,99.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-05-01,100.5,100.5,2014.0,5.0,2.0,points,index_points,1.0,100.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-06-01,100.4,100.4,2014.0,6.0,2.0,points,index_points,1.0,100.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-07-01,100.7,100.7,2014.0,7.0,3.0,points,index_points,1.0,100.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-08-01,100.4,100.4,2014.0,8.0,3.0,points,index_points,1.0,100.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-09-01,99.5,99.5,2014.0,9.0,3.0,points,index_points,1.0,99.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-10-01,99.9,99.9,2014.0,10.0,4.0,points,index_points,1.0,99.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-11-01,100.2,100.2,2014.0,11.0,4.0,points,index_points,1.0,100.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2014-12-01,100.4,100.4,2014.0,12.0,4.0,points,index_points,1.0,100.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-02-01,100.7,100.7,2015.0,2.0,1.0,points,index_points,1.0,100.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-03-01,101.1,101.1,2015.0,3.0,1.0,points,index_points,1.0,101.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-04-01,101.1,101.1,2015.0,4.0,2.0,points,index_points,1.0,101.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-05-01,101.7,101.7,2015.0,5.0,2.0,points,index_points,1.0,101.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-06-01,102.1,102.1,2015.0,6.0,2.0,points,index_points,1.0,102.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-07-01,101.9,101.9,2015.0,7.0,3.0,points,index_points,1.0,101.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-08-01,101.7,101.7,2015.0,8.0,3.0,points,index_points,1.0,101.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-09-01,100.3,100.3,2015.0,9.0,3.0,points,index_points,1.0,100.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-10-01,100.4,100.4,2015.0,10.0,4.0,points,index_points,1.0,100.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-11-01,101,101.0,2015.0,11.0,4.0,points,index_points,1.0,101.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2015-12-01,101.8,101.8,2015.0,12.0,4.0,points,index_points,1.0,101.8,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-02-01,101.6,101.6,2016.0,2.0,1.0,points,index_points,1.0,101.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-03-01,102,102.0,2016.0,3.0,1.0,points,index_points,1.0,102.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-04-01,103.1,103.1,2016.0,4.0,2.0,points,index_points,1.0,103.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-05-01,104,104.0,2016.0,5.0,2.0,points,index_points,1.0,104.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-06-01,103,103.0,2016.0,6.0,2.0,points,index_points,1.0,103.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-07-01,102.4,102.4,2016.0,7.0,3.0,points,index_points,1.0,102.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-08-01,101.2,101.2,2016.0,8.0,3.0,points,index_points,1.0,101.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-09-01,100.9,100.9,2016.0,9.0,3.0,points,index_points,1.0,100.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-10-01,101,101.0,2016.0,10.0,4.0,points,index_points,1.0,101.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-11-01,101.4,101.4,2016.0,11.0,4.0,points,index_points,1.0,101.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2016-12-01,101.5,101.5,2016.0,12.0,4.0,points,index_points,1.0,101.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-02-01,102.2,102.2,2017.0,2.0,1.0,points,index_points,1.0,102.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-03-01,102.3,102.3,2017.0,3.0,1.0,points,index_points,1.0,102.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-04-01,102.5,102.5,2017.0,4.0,2.0,points,index_points,1.0,102.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-05-01,102.5,102.5,2017.0,5.0,2.0,points,index_points,1.0,102.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-06-01,102.6,102.6,2017.0,6.0,2.0,points,index_points,1.0,102.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-07-01,102.7,102.7,2017.0,7.0,3.0,points,index_points,1.0,102.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-08-01,102,102.0,2017.0,8.0,3.0,points,index_points,1.0,102.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-09-01,102.3,102.3,2017.0,9.0,3.0,points,index_points,1.0,102.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-10-01,102.2,102.2,2017.0,10.0,4.0,points,index_points,1.0,102.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-11-01,102.4,102.4,2017.0,11.0,4.0,points,index_points,1.0,102.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2017-12-01,102.8,102.8,2017.0,12.0,4.0,points,index_points,1.0,102.8,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-02-01,102.7,102.7,2018.0,2.0,1.0,points,index_points,1.0,102.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-03-01,102.7,102.7,2018.0,3.0,1.0,points,index_points,1.0,102.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-04-01,102.9,102.9,2018.0,4.0,2.0,points,index_points,1.0,102.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-05-01,103.3,103.3,2018.0,5.0,2.0,points,index_points,1.0,103.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-06-01,103.4,103.4,2018.0,6.0,2.0,points,index_points,1.0,103.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-07-01,103.1,103.1,2018.0,7.0,3.0,points,index_points,1.0,103.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-08-01,102.9,102.9,2018.0,8.0,3.0,points,index_points,1.0,102.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-09-01,103,103.0,2018.0,9.0,3.0,points,index_points,1.0,103.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-10-01,103.2,103.2,2018.0,10.0,4.0,points,index_points,1.0,103.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-11-01,103.2,103.2,2018.0,11.0,4.0,points,index_points,1.0,103.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2018-12-01,103.4,103.4,2018.0,12.0,4.0,points,index_points,1.0,103.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-02-01,103,103.0,2019.0,2.0,1.0,points,index_points,1.0,103.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-03-01,103.3,103.3,2019.0,3.0,1.0,points,index_points,1.0,103.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-04-01,103.7,103.7,2019.0,4.0,2.0,points,index_points,1.0,103.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-05-01,104.1,104.1,2019.0,5.0,2.0,points,index_points,1.0,104.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-06-01,104.7,104.7,2019.0,6.0,2.0,points,index_points,1.0,104.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-07-01,104.3,104.3,2019.0,7.0,3.0,points,index_points,1.0,104.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-08-01,103.3,103.3,2019.0,8.0,3.0,points,index_points,1.0,103.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-09-01,103.5,103.5,2019.0,9.0,3.0,points,index_points,1.0,103.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-10-01,103.5,103.5,2019.0,10.0,4.0,points,index_points,1.0,103.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-11-01,104.5,104.5,2019.0,11.0,4.0,points,index_points,1.0,104.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2019-12-01,105,105.0,2019.0,12.0,4.0,points,index_points,1.0,105.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-02-01,105.7,105.7,2020.0,2.0,1.0,points,index_points,1.0,105.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-03-01,105.8,105.8,2020.0,3.0,1.0,points,index_points,1.0,105.8,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-04-01,106.1,106.1,2020.0,4.0,2.0,points,index_points,1.0,106.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-05-01,106.5,106.5,2020.0,5.0,2.0,points,index_points,1.0,106.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-06-01,107.6,107.6,2020.0,6.0,2.0,points,index_points,1.0,107.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-07-01,107.2,107.2,2020.0,7.0,3.0,points,index_points,1.0,107.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-08-01,106.1,106.1,2020.0,8.0,3.0,points,index_points,1.0,106.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-09-01,105.5,105.5,2020.0,9.0,3.0,points,index_points,1.0,105.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-10-01,106.6,106.6,2020.0,10.0,4.0,points,index_points,1.0,106.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-11-01,106.3,106.3,2020.0,11.0,4.0,points,index_points,1.0,106.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2020-12-01,107.5,107.5,2020.0,12.0,4.0,points,index_points,1.0,107.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-02-01,109.1,109.1,2021.0,2.0,1.0,points,index_points,1.0,109.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-03-01,109.3,109.3,2021.0,3.0,1.0,points,index_points,1.0,109.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-04-01,110.3,110.3,2021.0,4.0,2.0,points,index_points,1.0,110.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-05-01,111,111.0,2021.0,5.0,2.0,points,index_points,1.0,111.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-06-01,111.4,111.4,2021.0,6.0,2.0,points,index_points,1.0,111.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-07-01,111.4,111.4,2021.0,7.0,3.0,points,index_points,1.0,111.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-08-01,111.2,111.2,2021.0,8.0,3.0,points,index_points,1.0,111.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-09-01,111,111.0,2021.0,9.0,3.0,points,index_points,1.0,111.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-10-01,111.4,111.4,2021.0,10.0,4.0,points,index_points,1.0,111.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-11-01,112.2,112.2,2021.0,11.0,4.0,points,index_points,1.0,112.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2021-12-01,113.5,113.5,2021.0,12.0,4.0,points,index_points,1.0,113.5,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-02-01,114.1,114.1,2022.0,2.0,1.0,points,index_points,1.0,114.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-03-01,114.2,114.2,2022.0,3.0,1.0,points,index_points,1.0,114.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-04-01,114.7,114.7,2022.0,4.0,2.0,points,index_points,1.0,114.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-05-01,114.9,114.9,2022.0,5.0,2.0,points,index_points,1.0,114.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-06-01,117.4,117.4,2022.0,6.0,2.0,points,index_points,1.0,117.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-07-01,117.4,117.4,2022.0,7.0,3.0,points,index_points,1.0,117.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-08-01,118,118.0,2022.0,8.0,3.0,points,index_points,1.0,118.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-09-01,118,118.0,2022.0,9.0,3.0,points,index_points,1.0,118.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-10-01,118.3,118.3,2022.0,10.0,4.0,points,index_points,1.0,118.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-11-01,118.6,118.6,2022.0,11.0,4.0,points,index_points,1.0,118.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2022-12-01,119.2,119.2,2022.0,12.0,4.0,points,index_points,1.0,119.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-02-01,119.6,119.6,2023.0,2.0,1.0,points,index_points,1.0,119.6,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-03-01,120.1,120.1,2023.0,3.0,1.0,points,index_points,1.0,120.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-04-01,120.7,120.7,2023.0,4.0,2.0,points,index_points,1.0,120.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-05-01,120.4,120.4,2023.0,5.0,2.0,points,index_points,1.0,120.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-06-01,122.2,122.2,2023.0,6.0,2.0,points,index_points,1.0,122.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-07-01,122.8,122.8,2023.0,7.0,3.0,points,index_points,1.0,122.8,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-08-01,122.3,122.3,2023.0,8.0,3.0,points,index_points,1.0,122.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-09-01,123,123.0,2023.0,9.0,3.0,points,index_points,1.0,123.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-10-01,122.7,122.7,2023.0,10.0,4.0,points,index_points,1.0,122.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-11-01,122.9,122.9,2023.0,11.0,4.0,points,index_points,1.0,122.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2023-12-01,124,124.0,2023.0,12.0,4.0,points,index_points,1.0,124.0,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-02-01,123.9,123.9,2024.0,2.0,1.0,points,index_points,1.0,123.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-03-01,124.7,124.7,2024.0,3.0,1.0,points,index_points,1.0,124.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-04-01,125.1,125.1,2024.0,4.0,2.0,points,index_points,1.0,125.1,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-05-01,126.3,126.3,2024.0,5.0,2.0,points,index_points,1.0,126.3,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-06-01,127.2,127.2,2024.0,6.0,2.0,points,index_points,1.0,127.2,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-07-01,127.7,127.7,2024.0,7.0,3.0,points,index_points,1.0,127.7,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-08-01,127.8,127.8,2024.0,8.0,3.0,points,index_points,1.0,127.8,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-09-01,126.4,126.4,2024.0,9.0,3.0,points,index_points,1.0,126.4,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-10-01,125.9,125.9,2024.0,10.0,4.0,points,index_points,1.0,125.9,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-11-01,126.07,126.07,2024.0,11.0,4.0,points,index_points,1.0,126.07,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2024-12-01,126.55,126.55,2024.0,12.0,4.0,points,index_points,1.0,126.55,,False
Ivory Coast,Consumer Price Index (CPI),Central Bank of West African States,Points,,Monthly,CIV,2025-02-01,102.5,102.5,2025.0,2.0,1.0,points,index_points,1.0,102.5,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-01-01,90.2,90.2,2009.0,1.0,1.0,points,index_points,1.0,90.2,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-02-01,90.8,90.8,2009.0,2.0,1.0,points,index_points,1.0,90.8,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-03-01,91.4,91.4,2009.0,3.0,1.0,points,index_points,1.0,91.4,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-04-01,91.9,91.9,2009.0,4.0,2.0,points,index_points,1.0,91.9,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-05-01,93.6,93.6,2009.0,5.0,2.0,points,index_points,1.0,93.6,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-06-01,95.3,95.3,2009.0,6.0,2.0,points,index_points,1.0,95.3,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-07-01,97.3,97.3,2009.0,7.0,3.0,points,index_points,1.0,97.3,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-08-01,98.4,98.4,2009.0,8.0,3.0,points,index_points,1.0,98.4,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-09-01,98.9,98.9,2009.0,9.0,3.0,points,index_points,1.0,98.9,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-10-01,99.4,99.4,2009.0,10.0,4.0,points,index_points,1.0,99.4,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-11-01,100,100.0,2009.0,11.0,4.0,points,index_points,1.0,100.0,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2009-12-01,102.2,102.2,2009.0,12.0,4.0,points,index_points,1.0,102.2,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-01-01,103.1,103.1,2010.0,1.0,1.0,points,index_points,1.0,103.1,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-02-01,105,105.0,2010.0,2.0,1.0,points,index_points,1.0,105.0,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-03-01,104.9,104.9,2010.0,3.0,1.0,points,index_points,1.0,104.9,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-04-01,105.7,105.7,2010.0,4.0,2.0,points,index_points,1.0,105.7,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-05-01,105.7,105.7,2010.0,5.0,2.0,points,index_points,1.0,105.7,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-06-01,108.8,108.8,2010.0,6.0,2.0,points,index_points,1.0,108.8,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-07-01,109.9,109.9,2010.0,7.0,3.0,points,index_points,1.0,109.9,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-08-01,111.9,111.9,2010.0,8.0,3.0,points,index_points,1.0,111.9,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-09-01,112.4,112.4,2010.0,9.0,3.0,points,index_points,1.0,112.4,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-10-01,112.7,112.7,2010.0,10.0,4.0,points,index_points,1.0,112.7,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-11-01,112.8,112.8,2010.0,11.0,4.0,points,index_points,1.0,112.8,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2010-12-01,114.2,114.2,2010.0,12.0,4.0,points,index_points,1.0,114.2,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-01-01,115.6,115.6,2011.0,1.0,1.0,points,index_points,1.0,115.6,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-02-01,116.7,116.7,2011.0,2.0,1.0,points,index_points,1.0,116.7,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-03-01,118.3,118.3,2011.0,3.0,1.0,points,index_points,1.0,118.3,,False
Nigeria,Consumer Price Index (CPI),National Bureau of Statistics,Points,,Monthly,NGA,2011-04-01,117.7,117.7,2011.0,4.0,2.0,points,index_points,1.0,117.7,,False
